Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,42432571,2,104,58,46,52.0,8.4852813742,137,74,105.5,44.5477272148,7.4235426366,0.0942672081,14144190.3333333,24392044.0661695,42309674,30447,42402124,42402124.0,0.0,42402124,42402124,42340121,42340121.0,0.0,42340121,42340121,40,40,0.047133604,0.047133604,46,137,72.2,38.0026314878,1444.2,0,0,0,90.25,104,-1,-1,1,20,92450.0,92450,92450,42309674.0,42309674,42309674,Normal Traffic
443,145443,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27.50218299,48481.0,41869.828,72745,134,72698,72698.0,0.0,72698,72698,72879,72879.0,0.0,72879,72879,52,52,13.75109149,13.75109149,0,0,0.0,0.0,0.0,0,1,0,0.0,0,8192,115,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,447172,1,45,45,45,45.0,0.0,144,144,144.0,0.0,422.6561592,4.472551949,447172.0,0.0,447172,447172,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2.236275974,2.236275974,45,144,78.0,57.15767665,3267.0,0,0,0,117.0,45,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
64347,73,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,13698.63014,13698.63014,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,84869420,5,322,310,0,64.4,137.3273461,7240,0,1449.375,2446.639966,140.4157116,0.153176492,7072451.667,24400000.0,84700000,1,84700000,21200000.0,42400000.0,84700000,1,84900000,12100000.0,32000000.0,84700000,74,144,264,0.058914035,0.094262456,0,7240,851.6428571,1934.502584,3742300.247,1,0,0,917.1538462,322,0,235,2,20,9995.0,9995,9995,84700000.0,84700000,84700000,DoS
80,98320846,7,333,333,0,47.57142857,125.8621695,4344,0,1932.5,1977.812908,121.317101,0.13222018,8193403.833,28400000.0,98300000,1,98300000,16400000.0,40100000.0,98300000,1,10566,2113.2,4430.029594,10037,50,232,200,0.071195482,0.061024699,0,4344,852.0,1566.826533,2454945.385,0,0,1,917.5384615,333,251,235,1,32,6.0,6,6,98300000.0,98300000,98300000,DoS
53,120902,1,49,49,49,49.0,0.0,156,156,156.0,0.0,1695.588162,16.54232353,120902.0,0.0,120902,120902,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,8.271161767,8.271161767,49,156,84.66666667,61.7764788,3816.333333,0,0,0,127.0,49,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,5448656,6,238,51,34,39.66666667,8.778762251,105,90,95.0,7.745966692,148.2934507,2.202377981,495332.3636,1591341.899,5292624,4,5417581,1083516.2,2353671.872,5292785,4,5417776,1083555.2,2370661.468,5323699,4,168,168,1.10118899,1.10118899,34,105,64.76923077,30.13346381,908.025641,0,0,0,70.16666667,238,-1,-1,5,20,124953.0,124953,124953,5292624.0,5292624,5292624,Normal Traffic
53,157859,1,56,56,56,56.0,0.0,182,182,182.0,0.0,1507.67457,12.6695342,157859.0,0.0,157859,157859,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,6.334767102,6.334767102,56,182,98.0,72.74613392,5292.0,0,0,0,147.0,56,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
389,105467018,36,7254,403,0,201.5,204.3582988,316,316,316.0,0.0,122.7113485,0.512008408,1989943.736,5240324.257,16500000,3,105000000,3013343.371,6230940.411,16500000,3,105000000,6203924.471,7846126.595,16500000,3,1152,576,0.341338939,0.170669469,0,403,242.6363636,174.5468592,30466.60606,0,0,1,247.1296296,7254,842,2081,17,32,11633.85714,79086,337,15100000.0,16500000,8497247,Normal Traffic
51018,65,1,6,6,6,6.0,0.0,6,6,6.0,0.0,184615.384615385,30769.2307692308,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,15384.6153846154,15384.6153846154,6,6,6.0,0.0,0.0,0,0,1,9.0,6,8190,65535,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5939884,8,380,199,0,47.5,74.1927990345,1460,0,588.6,780.2985326143,559.4385344899,2.1885949288,494990.333333333,1602920.96336199,5581990,1,5939884,848554.857142857,2088970.64100731,5581990,1,115841,28960.25,32309.5762416759,61653,193,172,112,1.3468276485,0.8417672803,0,1460,237.3571428571,514.0755118347,264273.631868132,0,1,0,255.6153846154,380,8192,110,7,20,357893.0,357893,357893,5581990.0,5581990,5581990,Normal Traffic
56670,153,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13071.89542,153.0,0.0,153,153,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,6535.947712,6535.947712,0,0,0.0,0.0,0.0,0,0,1,0.0,0,122,33304,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,236,2,66,33,33,33.0,0.0,289,289,289.0,0.0,2728813.55932203,16949.1525423729,78.6666666667,129.3264602985,228,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,40,40,8474.5762711864,8474.5762711864,33,289,135.4,140.2169747213,19660.8,0,0,0,169.25,66,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
8254,94,2,4,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,31.33333333,26.38812864,49,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,48,40,21276.59574,21276.59574,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,68348598,6,364,346,0,60.66666667,139.815116,7240,0,1932.5,3126.682571,174.9706702,0.175570536,6213508.909,20600000.0,68200000,6,68200000,13600000.0,30500000.0,68200000,6,68300000,13700000.0,30500000.0,68200000,84,164,200,0.087785268,0.087785268,0,7240,920.3846154,2243.42586,5032959.59,1,0,0,997.0833333,364,0,235,3,20,8994.0,8994,8994,68200000.0,68200000,68200000,DoS
80,100899755,9,1098,364,0,122.0,181.5103303,4344,0,1656.428571,1547.737688,125.7981251,0.158573229,6726650.333,25900000.0,100000000,1,101000000,12600000.0,35400000.0,100000000,1,571538,95256.33333,175422.2696,435937,16,284,232,0.089197442,0.069375788,0,4344,746.6470588,1237.426106,1531223.368,0,0,1,793.3125,1098,251,235,4,20,983.0,983,983,100000000.0,100000000,100000000,DoS
464,57,1,0,0,0,0.0,0.0,6,6,6.0,0.0,105263.1579,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,17543.85965,17543.85965,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
443,19533,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1587.0578,153.5862387,9766.5,13744.03451,19485,48,19533,9766.5,13744.03451,19485,48,0,0.0,0.0,0,0,60,0,153.5862387,0.0,0,31,7.75,15.5,240.25,0,0,1,10.33333333,31,256,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,617674,4,148,37,37,37.0,0.0,75,75,75.0,0.0,482.4551462,9.713862005,123534.8,259352.0212,586864,1,30807,10269.0,17782.09968,30802,1,3,3.0,0.0,3,3,104,40,6.475908003,3.237954002,37,75,47.85714286,18.54210139,343.8095238,0,0,0,55.83333333,148,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
80,9965863,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.408220944,0.401370157,3321954.333,5753502.704,9965527,3,9965863,3321954.333,5753502.704,9965527,3,0,0.0,0.0,0,0,80,0,0.401370157,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,336.0,336,336,9965527.0,9965527,9965527,DDoS
1218,72,1,2,2,2,2.0,0.0,6,6,6.0,0.0,111111.1111,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,13888.88889,13888.88889,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
443,117099416,22,2088,709,0,94.90909091,212.1852087,1400,0,191.6842105,419.9993456,48.93278033,0.350129842,2927485.4,4481689.406,10000000,4,117000000,5576162.667,4901530.954,10000000,4,112000000,6206420.944,4945476.021,10000000,4,464,524,0.187874549,0.162255293,0,1400,136.4285714,321.3998454,103297.8606,0,1,0,139.7560976,2088,8192,17016,20,20,157991.75,1516229,34301,9600292.583,10000000,5348675,Normal Traffic
443,5048303,6,611,517,0,101.8333333,204.3050823,152,0,41.0,74.05403433,153.5169343,1.980863668,560922.5556,1641642.783,4938284,48,5048303,1009660.6,2231193.043,5000885,48,86783,28927.66667,31632.39846,62994,483,132,92,1.188518201,0.792345467,0,517,70.45454545,154.756818,23949.67273,0,1,0,77.5,611,8192,946,5,20,0.0,0,0,0.0,0,0,Normal Traffic
55871,215,2,37,31,6,18.5,17.67766953,6,6,6.0,0.0,200000.0,13953.48837,107.5,101.1162697,179,36,215,215.0,0.0,215,215,0,0.0,0.0,0,0,40,20,9302.325581,4651.162791,6,31,18.5,14.43375673,208.3333333,0,0,1,24.66666667,37,946,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
2702,35,1,2,2,2,2.0,0.0,6,6,6.0,0.0,228571.4286,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,28571.42857,28571.42857,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,24087,2,80,40,40,40.0,0.0,101,101,101.0,0.0,11707.56009,166.0646822,8029.0,13862.4869,24036,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,64,40,83.0323411,83.0323411,40,101,64.4,33.41107601,1116.3,0,0,0,80.5,80,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,17010,6,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,352.7336861,3402.0,7058.470585,16005,1,17010,3402.0,7058.470585,16005,1,0,0.0,0.0,0,0,192,0,352.7336861,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,251,-1,0,32,0.0,0,0,0.0,0,0,DoS
80,6025981,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.663792335,2008660.333,3454758.562,5997839,39,6025981,3012990.5,4221213.23,5997839,28142,0,0.0,0.0,0,0,104,40,0.497844251,0.165948084,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,82270,2,62,31,31,31.0,0.0,223,223,223.0,0.0,6174.790325,48.62039626,27423.33333,47416.33424,82175,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,80,64,24.31019813,24.31019813,31,223,107.8,105.162731,11059.2,0,0,0,134.75,62,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
443,1994962,7,1588,1020,0,226.8571429,397.9197694,951,0,181.3333333,381.0195096,1341.378934,6.516414849,166246.8333,563054.2376,1953874,19,41088,6848.0,15783.55578,39060,173,1994723,398944.6,889835.8396,1990731,473,232,200,3.508838765,3.007576084,0,1020,191.1428571,363.9486137,132458.5934,0,1,0,205.8461538,1588,29200,8,3,32,0.0,0,0,0.0,0,0,Normal Traffic
53,200,2,64,32,32,32.0,0.0,98,98,98.0,0.0,1300000.0,20000.0,66.66666667,109.4090185,193,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,64,10000.0,10000.0,32,98,58.4,36.1496888,1306.8,0,0,0,73.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
47624,46,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,21739.13043,21739.13043,0,0,0.0,0.0,0.0,0,0,1,0.0,0,332,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,3183950,4,24,6,6,6.0,0.0,0,0,0.0,0.0,7.537806812,1.256301135,1061316.667,1838250.925,3183946,1,3183950,1061316.667,1838250.925,3183946,1,0,0.0,0.0,0,0,80,0,1.256301135,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
56070,1,1,6,6,6,6.0,0.0,0,0,0.0,0.0,6000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,40,1000000.0,1000000.0,0,6,4.0,3.464101615,12.0,1,0,1,6.0,6,0,29200,0,20,0.0,0,0,0.0,0,0,Normal Traffic
443,261149,6,352,208,0,58.6666666667,87.8604954838,1460,0,630.3333333333,677.217148828,15830.0433851939,45.9507790572,23740.8181818182,39593.4570499172,85566,35,261149,52229.8,46799.7186444534,87952,90,175528,35105.6,46881.5609307113,87469,48,132,132,22.9753895286,22.9753895286,0,1460,318.0,533.9843942788,285139.333333333,0,1,0,344.5,352,8192,60,5,20,0.0,0,0,0.0,0,0,Normal Traffic
53,48959,2,78,39,39,39.0,0.0,103,103,103.0,0.0,5800.772074593,81.7010151351,16319.6666666667,28262.1617420418,48954,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,64,40,40.8505075676,40.8505075676,39,103,64.6,35.0542436803,1228.8,0,0,0,80.75,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,116226605,21,367,253,0,17.47619048,53.98112545,1460,0,577.2173913,708.2633663,117.3827628,0.37857081,2702944.302,4346419.93,10000000,1,116000000,5811330.25,5015256.124,10200000,186,113000000,5135459.864,5215008.722,10200000,1,432,472,0.180681523,0.197889287,0,1460,303.1777778,576.5806452,332445.2404,0,1,0,310.0681818,367,8192,512,20,20,281499.1818,878324,221543,9989437.091,10000000,9797831,Normal Traffic
443,63708,6,121,121,0,20.16666667,49.39804315,1338,0,777.5,671.0238446,50715.76568,156.9661581,7078.666667,12232.96148,28525,20,63708,12741.6,14728.15611,28725,20,29413,9804.333333,16728.14217,29120,49,204,136,94.17969486,62.78646324,0,1338,293.7272727,532.3957346,283445.2182,0,1,0,323.1,121,65535,4050,1,32,0.0,0,0,0.0,0,0,Normal Traffic
7435,18,1,0,0,0,0.0,0.0,6,6,6.0,0.0,333333.3333,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,55555.55556,55555.55556,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
80,234476,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.52965762,234476.0,0.0,234476,234476,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,4.26482881,4.26482881,0,0,0.0,0.0,0.0,0,0,1,0.0,0,438,672,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,187,2,64,32,32,32.0,0.0,102,102,102.0,0.0,1433155.08,21390.37433,62.33333333,66.66583333,135,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,64,64,10695.18717,10695.18717,32,102,60.0,38.34057903,1470.0,0,0,0,75.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,62046,2,78,39,39,39.0,0.0,115,115,115.0,0.0,4964.0589240241,64.4682977146,20682.0,35818.8107144835,62042,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,64,64,32.2341488573,32.2341488573,39,115,69.4,41.6269143704,1732.8,0,0,0,86.75,78,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,133,2,72,36,36,36.0,0.0,52,52,52.0,0.0,1323308.271,30075.18797,44.33333333,73.33030297,129,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,64,64,15037.59398,15037.59398,36,52,42.4,8.76356092,76.8,0,0,0,53.0,72,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,98731671,9,322,316,0,35.77777778,105.1020668,7240,0,2319.0,3331.638186,120.7008843,0.141798471,7594743.923,27400000.0,98700000,1,98700000,12300000.0,34900000.0,98700000,1,68231,17057.75,26065.12492,55093,65,284,168,0.09115616,0.050642311,0,7240,794.4666667,2103.063917,4422877.838,0,0,1,851.2142857,322,251,235,2,20,1984.0,1984,1984,98700000.0,98700000,98700000,DoS
53,309,2,90,45,45,45.0,0.0,98,98,98.0,0.0,925566.343,12944.98382,103.0,175.803868,306,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,64,64,6472.491909,6472.491909,45,98,66.2,29.02929555,842.7,0,0,0,82.75,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,155,2,94,47,47,47.0,0.0,63,63,63.0,0.0,1419354.839,25806.45161,51.66666667,84.2931393,149,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,40,12903.22581,12903.22581,47,63,53.4,8.76356092,76.8,0,0,0,66.75,94,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,24166,2,68,34,34,34.0,0.0,345,345,345.0,0.0,31366.38252,165.5218075,8055.333333,13908.96273,24116,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,40,40,82.76090375,82.76090375,34,345,158.4,170.3417154,29016.3,0,0,0,198.0,68,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
37608,99769597,6,11595,5792,0,1932.5,2365.476337,373,0,65.16666667,150.8355617,120.1367988,0.120277122,9069963.364,30000000.0,99600000,4,99800000,20000000.0,44500000.0,99600000,50,99600000,19900000.0,44500000.0,99600000,4,200,164,0.060138561,0.060138561,0,5792,922.0,1813.672012,3289406.167,0,0,1,998.8333333,11595,235,229,3,32,7906.0,7906,7906,99600000.0,99600000,99600000,Normal Traffic
443,217296,25,871,389,0,34.84,93.68372324,2896,0,1573.709091,714.3392096,402331.3821,368.161402,2750.582278,8084.656003,42063,1,217296,9054.0,13230.33296,42063,1,152604,2826.0,10002.43345,65198,49,812,1768,115.0504381,253.1109638,0,2896,1079.320988,933.0548728,870591.3957,0,1,0,1092.8125,871,65535,122,6,32,0.0,0,0,0.0,0,0,Normal Traffic
1105,36,1,0,0,0,0.0,0.0,6,6,6.0,0.0,166666.6667,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,27777.77778,27777.77778,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
2809,51,1,2,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Normal Traffic
80,85447294,9,361,355,0,40.11111111,118.1000047,4344,0,1656.428571,1757.579003,139.9225118,0.187249932,5696486.267,22000000.0,85300000,1,85300000,10700000.0,30200000.0,85300000,1,144651,24108.5,52710.57535,131188,32,284,232,0.105328087,0.081921845,0,4344,703.2941176,1356.886821,1841141.846,0,0,1,747.25,361,274,235,2,20,2016.0,2016,2016,85300000.0,85300000,85300000,DoS
443,65599662,10,1090,691,0,109.0,218.8180370384,1460,0,514.0909090909,640.4891028808,102.8206517284,0.3201236006,3279983.1,10436355.5181485,44976444,19,60619722,6735524.66666667,15220820.9563299,44976444,127,65558363,6555836.3,14377653.0554953,45036963,49,212,244,0.1524398098,0.1676837908,0,1460,306.5909090909,511.3582901115,261487.300865801,0,1,0,321.1904761905,1090,8192,115,9,20,115703.0,190019,41387,30184144.0,44976444,15391844,Normal Traffic
80,168,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17857.14286,84.0,43.84062043,115,53,168,168.0,0.0,168,168,0,0.0,0.0,0,0,64,32,11904.7619,5952.380952,0,0,0.0,0.0,0.0,0,0,1,0.0,0,274,235,0,32,0.0,0,0,0.0,0,0,DoS
53,153,2,76,38,38,38.0,0.0,54,54,54.0,0.0,1202614.37908497,26143.7908496732,51.0,82.2739326883,146,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,13071.8954248366,13071.8954248366,38,54,44.4,8.7635609201,76.8,0,0,0,55.5,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,41407,2,64,32,32,32.0,0.0,98,98,98.0,0.0,6279.131548,96.60202381,13802.33333,23860.45386,41354,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,64,64,48.30101191,48.30101191,32,98,58.4,36.1496888,1306.8,0,0,0,73.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
648,62,2,4,2,2,2.0,0.0,6,6,6.0,0.0,258064.5161,64516.12903,20.66666667,23.86070689,48,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,48,40,32258.06452,32258.06452,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
6140,2,1,6,6,6,6.0,0.0,6,6,6.0,0.0,9000000.0,1500000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,20,40,500000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,1,8.0,6,245,250,0,20,0.0,0,0,0.0,0,0,Normal Traffic
135,345,6,348,168,0,58.0,85.24787387,24,0,10.8,12.29634092,1165217.391,31884.05797,34.5,45.98369276,147,1,148,29.6,26.16868357,51,1,247,61.75,92.31603328,196,1,144,124,17391.30435,14492.75362,0,168,33.5,63.41852325,4021.909091,0,1,0,36.54545455,348,8192,256,4,20,0.0,0,0,0.0,0,0,Normal Traffic
80,1141808,3,26,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,10188.22779,7.006431904,163115.4286,431014.8588,1140565,4,968,484.0,678.8225099,964,4,1141730,285432.5,570088.4834,1140565,10,72,112,2.627411964,4.37901994,0,5840,1292.555556,2554.159212,6523729.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,192,2,68,34,34,34.0,0.0,94,94,94.0,0.0,1333333.333,20833.33333,64.0,69.39740629,140,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,40,40,10416.66667,10416.66667,34,94,58.0,32.86335345,1080.0,0,0,0,72.5,68,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
50954,42,1,6,6,6,6.0,0.0,6,6,6.0,0.0,285714.285714286,47619.0476190476,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,23809.5238095238,23809.5238095238,6,6,6.0,0.0,0.0,0,0,1,9.0,6,288,253,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,184,2,84,42,42,42.0,0.0,155,155,155.0,0.0,2141304.348,21739.13043,61.33333333,101.0362971,178,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,40,40,10869.56522,10869.56522,42,155,87.2,61.892649,3830.7,0,0,0,109.0,84,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
88,760,2,504,252,252,252.0,0.0,1442,1442,1442.0,0.0,4457894.737,5263.157895,253.3333333,422.3675335,741,4,4,4.0,0.0,4,4,15,15.0,0.0,15,15,64,64,2631.578947,2631.578947,252,1442,728.0,651.7898434,424830.0,0,0,0,910.0,504,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,86204142,7,364,346,0,52.0,129.6765206,5803,0,1932.5,2993.818147,138.7288328,0.150804819,7183678.5,24600000.0,85200000,0,86200000,14400000.0,34700000.0,85200000,0,86200000,17200000.0,38600000.0,86200000,9,204,200,0.081202595,0.069602224,0,5803,854.6428571,2096.079329,4393548.555,1,0,0,920.3846154,364,0,235,3,20,11009.0,11009,11009,85200000.0,85200000,85200000,DoS
52228,3,2,31,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,0,1,31.0,31,939,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,116826497,34,5023,2879,0,147.7352941,521.7948807,1517,0,600.0833333,683.7487999,227.9106254,0.59917914,1693137.638,3706256.731,10000000,1,117000000,3540196.879,4763151.326,10000000,1,111000000,3181315.143,4715881.344,10000000,2,1096,1160,0.291029868,0.308149272,0,2879,375.0140845,644.4088208,415262.7284,0,1,0,380.3714286,5023,29200,436,6,32,106630.3333,877546,36273,9628911.0,10000000,5444039,Normal Traffic
80,115733960,16,434,434,0,27.125,108.5,1770,0,126.4285714,473.0523982,19.04367569,0.259215186,3990826.207,4974206.93,10200000,43,116000000,7715597.333,4365798.257,10200000,421,112000000,8652939.769,3834415.517,10200000,688,520,456,0.138248099,0.120967087,0,1770,71.09677419,324.7849909,105485.2903,0,1,0,73.46666667,434,29200,939,1,32,27396.54545,57922,23532,10200000.0,10200000,10000000,Normal Traffic
53,32103,4,176,44,44,44.0,0.0,99,99,99.0,0.0,11650.0015574868,186.8984207083,6420.6,13905.0558359181,31287,4,31295,10431.6666666667,18061.2484710591,31287,4,4,4.0,0.0,4,4,80,40,124.5989471389,62.2994735694,44,99,59.7142857143,26.8372520061,720.2380952381,0,0,0,69.6666666667,176,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
3268,99,2,142,71,71,71.0,0.0,6,6,6.0,0.0,1555555.556,40404.0404,33.0,50.22947342,91,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,64,40,20202.0202,20202.0202,6,71,45.0,35.60196624,1267.5,0,0,1,56.25,142,65535,0,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,2568539,4,168,47,37,42.0,5.7735026919,175,135,155.0,23.0940107676,306.7891902751,3.1146110688,366934.142857143,970665.684731605,2568197,3,2568387,856129.0,1482852.86365539,2568380,3,2568356,856118.666666667,1482835.83182237,2568350,3,80,80,1.5573055344,1.5573055344,37,175,92.7777777778,60.823058493,3699.4444444445,0,0,0,104.375,168,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,51110,1,35,35,35,35.0,0.0,63,63,63.0,0.0,1917.432988,39.13128546,51110.0,0.0,51110,51110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,19.56564273,19.56564273,35,63,44.33333333,16.16580754,261.3333333,0,0,0,66.5,35,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
389,158,2,500,250,250,250.0,0.0,163,163,163.0,0.0,5227848.10126582,25316.4556962025,52.6666666667,85.1606325325,151,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,64,64,12658.2278481013,12658.2278481013,163,250,215.2,47.6518625029,2270.7,0,0,0,269.0,500,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
